Package Name,ID,Class
finetunetags,110632,0
fingerflow,110637,1
finetuning-scheduler,110638,1
finetuner-client,110640,1
fine-tuner,110645,1
fingergeoparser,110649,0
findthegap,110652,0
fine-tune,110683,1
finml,110715,1
fin-ml,110716,1
finn,110725,1
finn-examples,110728,1
finn-base,110731,1
finntk,110742,0
finrl,110771,1
fintix-modelcurator,110787,0
firehr,111023,1
firelab,111024,0
firelight,111030,0
firespark,111076,0
firetitipylib,111083,0
fireworks-ml,111096,0
firestream,111118,0
fitchain,111350,0
fitsdataset,111394,0
fitloop,111442,1
fiwtools,111485,1
fix-torch,111583,0
flaat,111668,1
flagai,111686,0
flair-light,111717,1
flair,111718,1
flairjsonnlp,111720,0
flaightkit,111727,0
flairstreamlined,111787,0
flair-82,111795,0
flake8-tensors,112012,1
flame-autob,112060,0
flambe,112066,0
flamedisx,112096,0
flame-timec,112100,0
flaml,112104,1
flamingo-pytorch,112110,1
flamme-rouge,112111,0
flashlight,112189,1
flash-pytorch,112203,1
flashtorch,112217,1
flask-image-search,113057,0
flass,114496,0
flax-vision-models,114590,0
flax-extra,114591,0
flax,114601,0
fleet-x,114638,1
fleet-lightning,114648,1
flexformer,114661,1
flexible-neural-network,114698,1
flexinet,114699,1
flexi-hash-embedding,114701,1
flexs,114722,1
flexneuart,114813,0
flink-ml-tensorflow-2.x,114839,1
flink-ml-framework-nightly,114841,1
flink-ml-tensorflow-2.x-nightly,114844,1
flink-ml-framework,114846,1
flink-ml-tensorflow-nightly,114855,1
flip-data,114864,1
flipgenic,114877,0
flink-ml-tensorflow,114884,1
flood-forecast,115002,0
flopco-keras,115007,1
flop,115009,0
flopco-pytorch,115012,1
flops-compute,115022,0
flopth,115024,1
flowdec,115089,0
flowket,115137,1
flowjax,115140,0
flowi,115143,0
flowserv-core,115191,0
flowtorch,115207,1
flsim,115254,1
flowsy,115257,0
fluence,115270,1
floyd-cli,115287,1
fluent-tfx,115319,1
fluffy-server,115350,0
fluidml,115368,1
fluyt-nightly,115469,0
flwr-nightly,115482,1
flybrainlab,115489,0
flyermlops,115520,0
flwr,115538,1
flybirds,115548,0
flypy,115549,1
flyswot,115556,1
flytekitplugins-modin,115571,0
flytekitplugins-awssagemaker,115573,0
flytekitplugins-deck-standard,115574,0
flyvec,115602,0
flytekit,115603,0
fmea,115641,0
fmldk,115681,0
fmcw,115689,1
fmridenoise,115709,0
fmutils,115768,1
fnet-flax,115786,1
fnnh,115791,1
fntom,115810,1
fnway,115834,0
focal-loss-torch,115845,0
focal-loss,115848,1
fock,115862,0
focal-frequency-loss,115869,1
focalloss4keras,115895,0
foggy,115922,0
followthemoney-predict,116070,0
fomoro-pyoneer,116087,1
fonduer,116097,0
foolbox-native,116216,1
foolbox,116226,1
fooof,116231,1
forayer,116297,0
forager-server,116335,0
forecastga,116359,0
forecasttime,116363,0
forefront-sklearn,116368,1
forefront-pytorch,116369,1
forefront-tensorflow,116371,1
forefront,116388,1
forest-utils,116429,0
forkit-django,116483,1
formal,116502,0
formative,116552,0
formica-cli,116588,0
formerbox,116593,0
forte.elastic,116672,1
forte.allennlp,116673,1
forte,116676,1
forte.nltk,116678,1
forte.gpt2,116679,1
forte.spacy,116680,1
forte.health,116682,1
forte.huggingface,116683,1
forte.vader,116684,1
forth,116685,0
forte.tweepy,116689,1
forte.stanza,116701,1
fortnet-ase,116714,0
fortnet-python,116717,1
forte.faiss,116777,1
foundry-econml,116854,0
fourier-image-transformer,116873,0
fourth-day,116898,1
fovea,116899,1
foxcross,116913,1
foxynn,116976,0
foxylib,117029,0
fpgaconvnet-model,117038,1
fqcs,117121,0
fracdiff,117144,1
fractalshades,117163,1
frame-semantic-transformer,117237,1
framework-determinism,117256,1
fractalai,117268,0
frankenz,117297,1
fragile,117309,0
frarch,117335,1
fraud-detection-autoencoders,117383,1
free,117460,0
freelpipe,117527,0
freemocap,117536,0
freezerbox,117657,0
frenchnlp,117666,0
freud-utils,117793,0
fret-torch,117797,0
fret,117815,1
frimcla,117905,1
fritz,117919,0
fro-ai,117949,0
frontallobe,117995,1
fronts,118020,0
frozendict,118062,1
frsystem,118083,1
fr-word-segment,118159,0
fsdtorch,118176,0
fseai,118182,0
fse,118188,0
fsm-nlp,118275,0
fsner,118342,1
ftextattack,118471,0
fukuml,118820,1
fulmo,118887,1
funcnotify,118920,1
funcmasker-flex,118926,0
funcsubs,118954,0
functorch,119060,1
funer,119110,0
funlp,119183,0
funny-clustering,119267,0
funnlp,119270,1
furiosa-quantizer,119345,0
funsor,119359,1
fuse-med-ml,119395,1
futoin-cid,119438,1
fuxictr,119501,1
fuzzy-graph-coloring,119568,0
fuzzy-rough-learn,119600,0
fvgp,119624,0
fvbae,119632,1
fvisionnetwork14,119639,1
fwriter,119737,1
fxparser,119749,0
fynance,119798,1
g2pw,119860,0
g2sd,119861,1
g2p-seq2seq,119863,1
fzutils,119864,0
gabornet,119953,1
gabrieltool,119967,0
gacrawler-alfonsusw,119984,0
gaitpy,120140,0
galaxro,120192,1
galaxy-ml,120202,0
galaxies-datasets,120214,0
galgek-ukp-nomousauto-grivind,120267,0
galerkin-transformer,120275,1
galahad,120319,0
gam,120339,1
gameanalysis,120360,0
gameday-guru-sdk,120382,0
gaminet,120499,0
gamma-core,120502,1
gamornet-cpu,120521,1
gamornet,120523,1
ganbase,120535,0
ganeraid,120573,0
gann,120587,1
ganpy,120595,0
gan-lab,120599,1
ganite,120603,1
ganpdfs,120604,1
gan-pytorch,120606,0
gans2,120608,0
gansdojo,120610,0
ganify,120611,0
ganslate,120617,0
ganzoo,120623,0
gan-recover-image,120630,0
gans-kit,120636,1
garage,120710,1
garbevents,120720,0
gaps,120746,0
garnn,120783,1
garrus,120803,1
gatenlp,120864,0
gau-alpha,120920,1
gawseed-tcorex,121202,0
gazeclassify,121216,0
gazelib,121227,0
gbkviz,121337,0
gbvcpkg,121421,0
gcgc,121514,1
gclassifier,121528,0
gcn,121609,0
gcndesign,121611,0
gcn4lp,121661,1
gctree,121748,0
gdec,121865,0
gdemandfcast,121884,1
gdmix-trainer,121909,0
gdtm,121992,0
gdsfactory,121996,0
gdess,122013,0
gearai,122027,1
gecasmo,122060,0
gedml,122115,1
geffnet,122213,1
gekko,122231,1
gembed,122266,1
gemben,122269,0
genagg,122344,0
genanki,122355,0
genanki-mnemocards,122357,0
genanki-noyaml,122365,0
genbit,122371,0
gendeblur,122392,0
geneal,122437,1
gender-detection,122439,1
gendr,122444,0
geneeval,122454,0
genedisco,122463,0
genebench,122466,0
genanki-marccarre,122490,0
general-ner,122515,0
generativeopenset,122585,0
geneticml,122741,1
genewalk,122748,0
genie-parser,122819,0
genienlp,122820,1
genieclust,122832,0
genn,122888,0
genni,122910,1
genomelake,122920,1
genomic-benchmarks,123006,1
genreml,123012,0
genrl,123036,1
gensim-plural,123044,0
gensim,123058,1
genutility,123104,0
geoai-detectron2,123135,0
genz-tokenize,123169,0
geolabel-maker,123458,1
geometric-graphs,123509,0
geometric2dr,123519,0
geometric-vector-perceptron,123526,1
geomstats,123560,1
geopackage-validator,123590,0
geoopt,123596,0
georideapilib,123670,1
geoschem-gcpy,123679,0
geoso,123719,0
geospatial,123738,0
geotiff-crop-dataset,123749,0
geotime-classify,123761,1
geotorch,123763,1
geospatial-ml,123767,1
geoviews,123814,0
gerald-tools,123842,0
germansentiment,123846,1
gestop,123907,1
gesture-app,123910,0
gesundheitpertutti-sarapi,123914,0
gesundheitpertuttisarapi,123916,0
gesundheit-per-tutti-sarapi,123931,0
getrails,124272,1
geyser-lava,124449,0
gfdlvitals,124469,1
gfdx,124478,0
gfl,124499,1
gfpgan,124533,1
gfsopt,124539,0
gft,124547,0
gga-csm,124570,0
gharbala,124679,0
gherkan,124759,0
ghostscan,124852,0
gh-tools-gradient,124914,0
gibbs,124975,1
gif2xls,125020,0
gigalens,125066,0
giganticode-langmodels,125080,1
gil-galad,125114,1
gina,125193,1
gimmick,125199,0
gimp-labeling-converter,125205,0
gimpml,125207,1
ginnirodqn,125218,0
gin-config,125222,1
ginza-transformers,125245,1
ginza,125265,0
gin-train,125273,1
girasol,125305,1
gismo,125393,0
gis-metadata-parser,125406,0
github-acc-test,125790,0
githubcitest,125839,0
gitlabform,126157,0
gitmarco,126242,1
git-t5,126547,1
gkde,126698,0
gkeras-retinanet,126705,0
glasses,126834,1
glennopt,126858,0
gliaml,126880,1
glide,126921,0
glmdisc,126958,0
globalemu,127009,1
glom-tf,127062,1
glow,127124,1
gloro,127156,0
glom-pytorch,127168,1
gluonbook,127209,1
gluon2keras,127212,1
gluonnlp,127215,1
gluoncv,127216,1
gluoncv2,127217,1
gluoncv-torch,127219,1
glu-tf,127226,1
glycebert,127243,1
glycowork,127248,0
gluonts,127266,1
gluon2pytorch,127286,1
gml,127360,0
g-mlp-pytorch,127362,1
g-mlp-gpt,127452,1
gmlp-flax,127458,1
gmlsnets-tensorflow,127459,0
gnb,127472,0
gnes,127493,1
gnet,127514,1
gnn4lp,127516,1
gnn-layers,127517,1
gnntf,127526,0
gnnsubnet,127540,1
gnnex,127557,0
gnocis,127578,1
gobbli,127743,1
goes16ci,127926,0
gomobile.xhtmlmp,128118,1
gonio-analysis,128141,1
gon-pytorch,128143,1
google-cloud-aiplatform,128367,0
googlenet-pytorch,128616,0
google-nucleus,128618,1
gorilla-core,128877,0
gordian,128879,0
gordo-components,128882,0
gorilla2d,128907,0
gossipy-dfl,128940,1
goturn-pytorch,129022,1
gpam-ml-lib,129070,0
gpasdnn,129081,1
gpcam,129094,0
gpcsd,129096,0
gperc,129119,0
gpforecaster,129122,0
gpflux,129123,1
gpflow,129124,1
gpflowopt-master,129126,1
gpflow-old,129129,1
gperks,129135,0
gpim,129171,0
gpflowopt,129181,1
gpax,129189,1
gpkg.keras.deep-dream,129194,0
gpkg.keras.mnist,129196,0
gpjax,129213,0
gpl,129214,1
gpkg.tfserve,129219,0
gplot,129232,0
gpm-qprof,129251,0
gps-babel-tower,129297,0
gprof-nn,129299,0
gps-building-blocks,129309,0
gpt2-plot,129353,1
gpt2-client,129359,1
gptf,129361,0
gpt2-estimator,129363,0
gpt-2-simple,129366,1
gpt-scrolls,129373,1
gptorch,129374,0
gpt-utils,129382,0
gpuctl,129396,1
gpuqueue,129414,1
gpueater,129450,1
gpumonitor,129475,1
gpytorch-lattice-kernel,129478,0
gpytorch,129479,1
gracefml,129566,0
gpuview,129574,1
grace-qui-face-mask-detection-model,129580,0
grad-cam,129596,1
gradient-centralization-tf,129617,0
gradient-decode-dicom,129626,1
gradattack,129628,0
gradient-compression,129631,0
gradient-metrics,129634,0
gradient-sdk,129638,1
gradient,129639,1
gradients,129643,1
gradinit,129646,0
gradient-utils,129655,1
gradrack,129662,0
gradsflow,129663,1
gradio,129667,1
gradslam,129675,0
grafeno,129696,0
grakn-kglib,129782,1
grafog,129790,1
grampg,129810,1
grants-tagger,129859,0
graph4nlp-cu101,129880,0
graph4nlp,129881,0
graph4nlp-cu110,129884,0
graph4nlp-cu111,129885,0
graph4nlp-cu102,129889,0
graphadv,129891,1
graph4nlp-cu92,129894,0
graphbrain,129911,0
graphattentionnetworks,129922,1
graph-conv-memory,129928,0
graphchem,129929,1
graphembedding,129956,1
graphein,129969,1
graphenv,130037,0
graphfloris,130061,0
graphgallery,130068,1
graphgym,130082,0
graphistry,130123,0
graph-learn,130162,1
graphlime,130177,1
graphmlp-flax,130182,1
graphpipe-tf,130194,0
graph-nets,130195,1
graphomaly,130200,0
graph-rl,130264,0
graph-sc,130275,0
graphscope-gaia,130283,1
graphsignal,130288,1
graphscope-client,130289,1
graphscope-jupyter,130295,1
graphscope,130297,1
graphscope-gpu,130301,1
graphsurgeon,130313,1
graph-tool-nn,130322,1
graphscope-gaiax,130336,1
graphscope-java,130364,1
graph-weather,130376,0
graph-transformer-pytorch,130398,1
graphsite,130407,1
gratin,130429,0
gravityspy,130456,0
gray-box-clf,130474,0
greasepaint,130531,1
greattunes,130555,0
grcwa,130585,0
greenformer,130639,0
greenguard,130651,0
greenlearning,130659,1
greenotyper,130660,0
gretel-synthetics,130779,1
greyai-sdk,130789,0
greynirseq,130808,0
gribmagic,130815,1
gridcal,130848,1
grid-royale,130895,1
grinding-lib,130961,0
gr_lora_sdr_profiler,131001,0
grlc,131005,0
grna-create,131009,0
gr-nlp-toolkit,131016,0
grmrcnn,131067,1
grounded-nlp-toolkit,131117,0
grub2-theme-preview,131343,1
grumpy-tools,131375,1
grumpy-runtime,131378,1
gruvbox-factory,131381,1
gruvboxsphinx,131384,1
gryffin,131401,0
grubhub,131451,1
gsa-pytorch,131461,1
gs-apps,131472,1
gs-coordinator,131499,1
gs-divergence,131506,0
gs-engine,131515,1
gs-gaia,131524,1
gs-gpu,131532,1
gs-gaiax,131534,1
gsitk,131572,0
gs-java,131582,1
gs-include,131590,1
gs-lib,131595,1
gs-jython,131622,1
gt4sd,131793,0
gtrick,131918,0
gtrxl-torch,131961,1
guang,131981,1
guertena,132037,1
guesslang,132059,1
guildai,132152,1
guise,132240,0
gunpowder,132316,0
gustave,132373,0
gutenhaiku,132383,0
gwmemoritz,132505,0
gwp,132569,0
gxdltk,132602,0
gylm,132603,1
gym3,132611,0
gym-cartpole-swingup,132639,1
gym-collision-avoidance,132649,0
gym-dmc,132668,0
gym-climate,132670,0
gym-conservation,132681,0
gym-electric-motor,132688,0
gym-games,132692,1
gym-guesswho,132702,0
gymie,132711,0
gym-fishing,132715,0
gym-jiminy-rllib,132741,0
gym-novel-gridworlds,132755,1
gymnastics,132757,1
gym-pool,132778,0
gym-idsgame,132793,0
gym-shopping-cart,132803,1
gym-unity,132826,1
gym-xmoto,132853,1
gym-simplifiedtetris,132862,0
gyprint,132864,1
h0rton,132910,1
h1st,132922,0
h5dataset,133007,0
h5mapper,133011,1
h5record,133018,1
h2o-wave-ml,133056,0
h2o,133060,1
habana-horovod,133063,1
haar-pytorch,133094,1
hackcaptcha,133131,0
hackduck,133143,0
hackernews500kindex,133157,0
hacker-news-email-sender,133161,0
hacktcha,133203,0
hacker-tracker-reeyagup,133268,0
haf,133275,0
hahtorch,133307,1
haiku-mup,133322,0
haiqv-profiling,133356,1
hakai-segmentation,133358,0
hal-cgp,133401,0
halerium,133408,0
halfapi,133411,0
hal-9000,133420,1
halophot,133481,0
halonet-pytorch,133491,1
hamburger-pytorch,133505,1
hammer-sh,133539,0
handdectector,133609,0
hand-for-win,133635,0
handsanalyzer,133654,0
handobjectacb,133655,0
hands-on-ml-zh,133670,1
handtracker,133677,0
handwritten,133681,0
handtracking,133686,0
handwrittendigitrecognition,133687,1
hanbert-tokenizer,133718,0
hang,133720,0
hangul-korean,133752,0
hanhanai,133766,0
hanlp,133787,0
hanzi-char-featurizer,133937,0
happy-config,133951,0
happy-learning,133966,1
happytransformer,133986,1
harmonicpatterns,134113,1
harmony-pytorch,134140,0
haroun,134167,1
harzvatool,134250,0
harvesttext,134254,0
haruna,134299,0
hashranking,134359,1
haste-pytorch-cpu,134427,1
haste-pytorch,134437,1
haste-tf,134445,1
hasy,134452,0
hatecomp,134498,0
hate-spans,134515,0
hatespans,134519,0
haven-ai,134590,0
havi,134595,0
hawking,134622,0
hcai-models,134779,0
hcai-datasets,134780,0
hcai-datasets-nightly,134787,0
hcai-nova-server,134797,0
hcai-nova-server-nightly,134799,0
hcat,134802,1
hcai-models-nightly,134823,0
hc-nlp,134846,0
hctk,134895,0
hcve-lib,134904,0
hdc,134925,0
hdeeprm,134938,1
hdface,134949,1
hdfio,134968,0
hd-gliomouse,134976,0
hd-glio,134988,0
hdltex,135030,1
headctools,135087,1
headliner,135120,0
headpose,135127,0
health-metaverse,135166,0
hearstpatterns,135195,0
heareval,135200,0
hearth,135204,1
hearbaseline,135228,0
hearpreprocess,135232,0
hearvalidator,135249,0
heat,135251,0
hebel,135306,1
hebo,135310,0
hebspacy,135326,0
hedger,135371,1
heimdallr,135478,0
helen,135552,0
hellohello,135804,0
helloworldrm,136160,0
henrys-model-utils,136362,0
hepcrawl,136374,0
hepstats,136417,0
hepynet,136421,0
heqmspkg,136437,0
hermespy,136494,0
hep-ml,136513,1
herdingspikes,136524,1
hess,136600,1
hessquik,136604,1
hessianfree,136613,1
hetseq,136658,0
hexagdly,136669,1
hexcapsnet,136692,0
hexfarm,136716,0
heyvi,136800,0
hf-datasets,136819,1
hf-doc-builder,136823,0
hf-model-s,136827,0
hf-hub-lightning,136835,1
hforl,136843,0
hf-model-s-cpu,136844,0
hgct,136893,0
hgd,136896,1
hfr,136915,0
hgdl,136923,0
hfsync,136927,0
hhcalculate,137000,0
hiclass,137070,0
hicml,137111,0
hiddenlayer,137122,1
hierarchical-attention-networks,137166,0
highiq,137220,0
high-order-layers,137232,1
high-order-layers-torch,137235,0
higher,137242,0
highresnet,137252,0
high-vision,137256,0
highway-star,137263,0
hijax,137280,0
himalaya,137345,0
hi-ml-azure,137348,0
hi-ml,137364,0
hilo-mpc,137371,1
hindiwsd,137391,0
hiphopscrap,137404,0
hiplot,137414,0
hipomap,137417,0
hippocamp,137435,0
hippunfold,137449,0
hiraishin,137477,0
hist-loss,137527,1
historical,137565,0
histomics-stream,137570,1
hivae,137672,0
hivedesktop,137685,0
histocartography,137695,1
hityper,137697,0
hivemind,137713,1
hj-dezero,137751,1
hk-nlp,137795,0
hloc-mod,137872,0
hls4ml,137887,1
hlt-client,137911,1
hmcsdlib-gpu,137946,1
hmdata,137954,0
hmeter,137958,0
hmni,138006,0
hmcsdlib,138020,1
hnlp,138085,0
hocrox,138134,1
holmes-extractor,138242,0
holonet,138256,0
hombre-tools,138305,0
homepage2vec,138361,0
hometrainer,138362,1
honest,138410,1
homura-core,138440,1
hookandlook,138469,1
hopeit.engine,138560,0
hopfield4py,138568,0
hopsml,138581,1
hopsparser,138583,0
hops,138585,1
hopt,138587,0
hopsfacets,138589,1
hoplite2,138620,0
horapy,138621,1
hopstools,138623,0
hopp,138668,0
horovod,138691,1
hops-petastorm,138740,1
hotaru,138788,0
hotwater,138872,0
hourglass-transformer-pytorch,138884,1
house-prices,138925,0
hover,138927,0
housing-pred,138929,0
howiml,138949,0
howl,138971,0
hpbandster,138994,1
hpbandster-sklearn,138996,0
hpoflow,139097,1
hrisapi,139156,0
hrv-lens,139191,0
hsf,139251,1
hsml,139265,1
hsmltestfix,139269,1
hsml-test,139270,1
hsmlfix,139312,1
htm-pytorch,139678,1
htmresearch,139689,0
h-transformer-1d,139712,1
htsmodels,139739,0
httools,139758,1
http-server-livereload,139994,1
huasca,140125,0
huatuo,140133,0
huaweicloud-sdk-python-modelarts-dataset,140234,0
hub-li,140296,1
hub,140353,1
hub-v1,140370,1
hugging-quik,140415,0
huggingpics,140416,1
huggingsound,140420,1
hugging-gan-test,140423,0
huginn,140431,0
hugdatafast,140432,1
huggingface-hub,140433,1
hugin,140434,1
hugit,140438,0
hugsvision,140455,1
hulse,140472,0
huggingface-sb3,140489,1
humanizer,140512,0
human-parsing,140523,0
humingbird,140582,0
hummingbird-ml,140593,1
humpday,140606,0
humobi,140613,0
hungarian-loss,140652,1
husein-boilerplate,140759,0
huskarl-custom,140770,1
huskarl,140775,1
huspacy-nightly,140784,0
huspacy,140787,0
hwrt,140902,0
hxlxalgotrt,140924,1
hybridbackend,140956,1
hybridbackend-cpu-legacy,140960,1
hybridbackend-cpu,140962,1
hybridbackend-cu114,140965,1
hybrid-garden,140968,0
hybrid-vocal-classifier,140983,1
hybrid-vector-model,140985,0
hyddown,140995,0
hyc-utils,140998,0
hyde-images,141014,0
hydra-ax-sweeper,141035,0
hydra-moai-searchpath-plugin,141046,1
hydra-orion-sweeper,141077,0
hydra-zen,141108,1
hydrodl,141110,0
hydro-integrations,141120,0
hypatie,141221,1
hypast,141222,0
hygese,141228,1
hyperboard,141247,1
hyperband-multithreading,141250,0
hyperas,141255,0
hyperchamber,141261,1
hyperactive,141263,1
hyperbox-brain,141267,1
hyperbox,141280,0
hypergan,141314,1
hyperflow,141323,1
hyperimpute,141328,0
hyperhyper,141333,0
hyperlib,141345,0
hyperion-ml,141357,1
hyperlpr,141358,1
hypermodern-python-cli99,141366,0
hyperparameter,141386,1
hyperparameter-hunter,141390,1
hyperplotlib,141395,0
hyper-nn,141396,0
hyperparammanage,141397,1
hyperpose,141406,1
hyperengine,141411,1
hypergol,141412,1
hypertune,141460,1
hypertunity,141466,0
hypertag,141496,0
hypertrain,141543,0
hytraj,141642,0
hy-tools,141669,0
iai-common,141805,0
ia-markov,141817,0
i-am-groot,141840,1
iann,141870,0
iatransfer,141910,1
iautils,141920,0
iatorch,141924,1
iatransfer-research,141930,1
ibb,141942,1
iblackbox,142041,1
ibm-watson-machine-learning,142079,0
ibotta-uplift,142099,0
icdcodex,142215,0
iceberg-penguins.search,142229,0
iceflow,142252,0
ice-learn,142268,1
icetk,142312,0
icevision-dashboards,142321,1
icevision,142346,1
icgen,142352,0
icnn,142400,1
icevision-dashboard,142403,0
ictrainer,142508,1
icon-registration,142521,0
idaes-pse,142543,0
ida-lib,142557,1
idealoom,142637,0
idem-aws,142669,0
id-fer,142780,0
idmeneo-cdqa,142813,1
idptools-parrot,142862,0
idrlnet,142874,1
ids-lib,142876,0
idt,142888,1
idtrackerai,143000,0
ifeature,143011,1
ifexd,143025,1
iflow,143064,0
igannotator,143105,0
igel,143143,1
iglovikov-helper-functions,143171,0
ignition-framework,143193,0
ignite-simple,143195,1
ignis-tm,143197,0
ignnition,143198,1
igpt,143229,1
ig-tagger,143264,0
ikfs-anomaly-detector,143410,1
ikkez-vector,143425,0
ikkuna,143427,1
ikomia,143431,1
ilearning,143481,0
ilit,143525,1
ilpyt,143561,0
image2face,143606,0
image-analyzer,143612,0
imageatm,143615,0
imageai,143623,1
image-classification-pytorch,143648,1
image-classifier-3d,143649,0
imagecleffsei,143652,1
image-classifier,143658,0
image-comparer,143668,1
image-dataset-creator,143693,1
image2tfrecords,143695,1
imagedataextractor,143700,1
imagedt,143721,1
image-eht,143730,0
imageflow,143742,1
imagegenie,143765,0
imagegengan,143767,0
imagenet-c,143814,1
imagen-pytorch,143822,1
image-pcd,143826,0
image-quality,143873,1
imagerater,143896,1
imageseeker,143920,0
image-tagger,143950,0
image-keras,143965,0
image-toolkit,143970,0
imap,144055,1
image-tabular,144082,1
imbdrl,144096,1
imbalanced-learn,144103,0
imc,144124,0
imdex,144160,0
imfeatures,144195,1
img2feat,144217,0
img2dataset,144219,1
imgaug-extension,144240,0
img2vec-pytorch,144242,1
img2vec,144246,0
imgbeddings,144254,1
imgaug,144258,1
imgcrop,144275,1
imgkernel,144307,1
imgkernelcad,144309,1
img-edit-learn,144338,0
imgsegmob,144367,1
imgsim,144368,1
imgviz,144457,1
imix,144505,1
imnn-tf,144578,0
imnn,144590,0
impactlearning,144618,0
important-words,144777,0
importrosbag,144808,1
importutils,144867,1
imsearch,144934,1
imstack,144943,0
inaccel-tf-quant-finance,144989,0
inafaceanalyzer,144996,1
inaccel-keras,145015,0
incendio,145041,1
ina-segmenter-modified,145059,0
inceptiontube,145114,0
indexedconv,145206,0
indicasr,145257,1
indicate,145258,0
indiclp,145269,1
indic-punct,145316,1
income,145334,1
indo-arabic-transliteration,145395,0
inductivegrl,145422,0
infbench,145445,1
infbot,145446,0
infercode,145453,0
inferences,145458,1
inferactively-pymdp,145460,0
inference-gym,145465,1
infer-gender,145468,1
inferpy,145476,1
inferrd,145478,1
infery-gpu,145487,1
infery,145490,1
infery-openvino,145491,1
inferno-pytorch,145522,1
infirunner,145596,0
inflecteur,145622,0
influenciae,145635,0
inflame,145641,1
info-nce-pytorch,145722,0
ingeniiadfg,145845,0
ingine,145865,0
infotopo,145868,1
ingradient-library,145884,0
ingradient-lib-temp2,145900,0
inltk,146074,1
inn,146120,1
innateml,146129,0
innocuous-magic,146153,0
innvestigate,146169,0
inpr,146214,1
inr-collection,146292,1
innoframework,146316,0
inseq,146337,1
insight-extractor,146344,1
insightface,146351,1
insightface1,146366,1
inspec-ai,146396,0
insolver,146398,0
inspecta,146403,0
inspirai-fps,146423,1
instancelib,146593,0
instancelib-onnx,146595,0
instantdl,146618,1
insult-ai,146736,0
insynth,146744,0
intake-esm,146763,1
integral,146828,1
intel-extension-for-pytorch,146860,1
intelligenzaartificiale,146892,0
intellihub,146893,0
intel-tensorflow,146905,1
intel-tensorflow-avx512,146916,1
intel-quantization,146918,1
intentidentification,146923,0
intents-classifier,146929,0
intents-classifier-beta4,146934,0
intents-classifier-egor-pidor,146941,0
intents-classifier-beta3,146954,0
intercode,147011,0
interactionsimulator,147014,0
interpret-eval,147133,0
interpret-vision,147134,0
interpret-recommenders,147135,0
interpret-pytorch,147136,1
interpret-text,147145,0
interpret-community,147157,1
interpret-image,147167,0
intersection-control,147169,0
intradomain-toolkit,147259,0
intrinsicanalysis,147272,0
intrinsics-dimension,147273,0
intrinsic-dimensionality,147281,1
intunecd,147310,0
intuitiveml,147316,0
invariant-point-attention,147353,1
invertransforms,147503,1
invisible-watermark,147560,0
invoice-captcha,147576,1
invoicing,147583,0
involution-pytorch,147599,1
invtorch,147606,1
iob2,147625,0
ioflow,147697,0
iometrics,147768,1
ioos-tools,147772,0
iotfunctions,147882,0
iot-facerecognition-client,147899,1
iotoutlier1,147943,0
ipl-stats,148270,0
ipresto,148325,0
ipyexperiments,148475,1
ipyplot,148554,1
ipypdf,148590,0
iqapt,148724,0
iqa-torch,148761,1
iqradre,148767,1
iqa-pytorch,148769,1
iracema,148785,0
iranlowo,148797,0
irec,148868,0
iree-runtime-instrumented,148869,1
iree-tools-xla,148875,1
iree-tools-tflite,148878,1
iree-tools-tf,148881,1
irembg,148887,0
iris-emotion,148921,0
iris,148929,1
iree-runtime,148998,1
isaac,149105,0
isab-pytorch,149118,1
isatools,149149,0
iseeu,149239,1
ismlldataset,149384,0
isnude,149390,0
isofit,149448,0
isr,149596,0
istock,149667,0
ist-pulse-data-extractor,149676,0
isubrip,149687,0
itachi,149725,0
itclust,149776,1
iteratedlearning,149839,0
itherapy,149940,0
ittr-pytorch,150122,1
iunets,150187,1
iva-applications,150210,0
itranslit,150219,1
iva-classification-demo,150220,0
ivadomed,150222,0
ivis,150241,1
ivy-builder,150277,0
ivy-core,150286,1
ivy-mech,150288,1
ivy-memory,150290,0
ivy-models,150293,0
ivy-gym,150295,1
ivy-vision,150300,1
ivystar,150303,0
ivy-robot,150308,1
iwlearn3,150333,1
iwork,150340,1
izihawa-nlptools,150431,0
izza,150459,0
jaffalearn,150671,0
jaidedread,150687,1
jaikit,150692,0
jaitool,150723,0
jam-dist,150783,1
jai,150849,0
janggu,150861,1
jammy,150865,0
janni,150869,1
jange,150872,0
janus-ga,150875,1
january,150881,0
japanese-bpe-tokenizer,150892,0
japanese2phoneme,150893,0
japre,150919,0
jaraco.site,150960,0
jarray,151025,1
jarvisai,151048,1
jarvis-akul2010,151050,0
jarvis-bot,151069,0
jaseci-kit,151079,0
jasmcaer,151089,1
jarvis-base,151095,0
jarvis-tools,151110,1
jarvis-nlp,151115,0
jax2torch,151241,1
jax-cfd,151250,0
jax-dimenet,151253,1
jaxex,151262,0
jax-lightning,151270,1
jaxopt,151277,1
jax-nca,151280,0
jax-md,151281,0
jax-resnet,151282,1
jax-models,151286,1
jaxtorch,151290,0
jaxdl,151291,1
jaxnet,151293,1
jax-verify,151298,0
jax-metrics,151305,0
j-basic-stock-prediction,151340,0
jax-toolkit,151387,0
jcell-isbi,151445,0
jcell,151448,0
jcopdl,151470,1
jcloud,151471,1
jdarray,151519,1
jdconfig,151537,1
jdgalileo,151548,1
jdgalileo-cpu,151550,1
jdgalileo-gpu,151564,1
jdit,151569,1
jeeves-deepspeech,151645,1
jeeves-core,151655,0
jel,151693,1
jenga,151734,0
jenn,151808,1
